pod,hsagrp,hsagrp_lab,sex,age,urt
aae,amb,Ambulance arrivals,f,52,0.04179337023409302
aae,amb,Ambulance arrivals,f,53,0.043502631072590836
aae,amb,Ambulance arrivals,f,54,0.035664186024394307
aae,amb,Ambulance arrivals,f,55,0.04720446318199386
aae,amb,Ambulance arrivals,f,56,0.04252851891597641
aae,amb,Ambulance arrivals,f,57,0.055127591359475425
aae,amb,Ambulance arrivals,f,58,0.03884595850963883
aae,amb,Ambulance arrivals,f,59,0.0454013895576804
aae,amb,Ambulance arrivals,f,60,0.04098838767447653
aae,amb,Ambulance arrivals,f,61,0.050133354723564685
aae,amb,Ambulance arrivals,f,62,0.047587322737222805
aae,amb,Ambulance arrivals,f,63,0.05175967200052701
aae,amb,Ambulance arrivals,f,64,0.04512533561968367
aae,amb,Ambulance arrivals,f,65,0.037851172481210185
aae,amb,Ambulance arrivals,f,66,0.04989667946201056
aae,amb,Ambulance arrivals,f,67,0.08184675377586358
aae,amb,Ambulance arrivals,f,68,0.06460579985472424
aae,amb,Ambulance arrivals,f,69,0.07221614950055968
aae,amb,Ambulance arrivals,f,70,0.05660010258768594
aae,amb,Ambulance arrivals,f,71,0.07080281760676116
aae,amb,Ambulance arrivals,f,72,0.0928657178604414
aae,amb,Ambulance arrivals,f,73,0.07442679235086731
aae,amb,Ambulance arrivals,f,74,0.10541765664658324
aae,amb,Ambulance arrivals,f,75,0.09351686772793229
aae,amb,Ambulance arrivals,f,76,0.10506331447108916
aae,amb,Ambulance arrivals,f,77,0.1277559860666128
aae,amb,Ambulance arrivals,f,78,0.11911054202741031
aae,amb,Ambulance arrivals,f,79,0.18169306136910263
aae,amb,Ambulance arrivals,f,80,0.22691630822294273
aae,amb,Ambulance arrivals,f,81,0.20886186989854882
aae,amb,Ambulance arrivals,f,82,0.1936804048762551
aae,amb,Ambulance arrivals,f,83,0.2174074730958252
aae,amb,Ambulance arrivals,f,84,0.22480511826571964
aae,amb,Ambulance arrivals,f,85,0.3745476929490582
aae,amb,Ambulance arrivals,f,86,0.3031276275571883
aae,amb,Ambulance arrivals,f,87,0.3845851649374119
aae,amb,Ambulance arrivals,f,88,0.4761010982370526
aae,amb,Ambulance arrivals,f,89,0.41483530050866707
aae,amb,Ambulance arrivals,f,90,0.419313975921913
aae,amb,Ambulance arrivals,m,17,0.01943181376549687
aae,amb,Ambulance arrivals,m,18,0.029570791337122936
aae,amb,Ambulance arrivals,m,19,0.028045995432509314
aae,amb,Ambulance arrivals,m,20,0.0492540744064884
aae,amb,Ambulance arrivals,m,21,0.06313615311419075
aae,amb,Ambulance arrivals,m,22,0.04490516374840672
aae,amb,Ambulance arrivals,m,23,0.03063378232246957
aae,amb,Ambulance arrivals,m,24,0.0221679108406626
aae,amb,Ambulance arrivals,m,25,0.021492434662998626
aae,amb,Ambulance arrivals,m,26,0.029711902588176825
aae,amb,Ambulance arrivals,m,27,0.024878441172161578
aae,amb,Ambulance arrivals,m,28,0.03927057708113021
aae,amb,Ambulance arrivals,m,29,0.020723854636962476
aae,amb,Ambulance arrivals,m,30,0.06738050945524322
aae,amb,Ambulance arrivals,m,31,0.08141930125955658
aae,amb,Ambulance arrivals,m,32,0.046013847461388965
aae,amb,Ambulance arrivals,m,33,0.041735480524436125
aae,amb,Ambulance arrivals,m,34,0.027562408182727732
aae,amb,Ambulance arrivals,m,35,0.05100586567455257
aae,amb,Ambulance arrivals,m,36,0.019115890083632018
aae,amb,Ambulance arrivals,m,37,0.023435943706863218
aae,amb,Ambulance arrivals,m,38,0.024295825977097132
aae,amb,Ambulance arrivals,m,39,0.0703503754568951
aae,amb,Ambulance arrivals,m,40,0.07123672226648867
aae,amb,Ambulance arrivals,m,41,0.06306315396490661
aae,amb,Ambulance arrivals,m,42,0.04061059219798858
aae,amb,Ambulance arrivals,m,43,0.032213529682466636
aae,amb,Ambulance arrivals,m,44,0.03042116938975134
aae,amb,Ambulance arrivals,m,45,0.03792648330476206
aae,amb,Ambulance arrivals,m,46,0.03721977579737554
aae,amb,Ambulance arrivals,m,47,0.033350564458303464
aae,amb,Ambulance arrivals,m,48,0.06199339770314462
aae,amb,Ambulance arrivals,m,49,0.03510257177959714
aae,amb,Ambulance arrivals,m,50,0.0401977730433734
aae,amb,Ambulance arrivals,m,51,0.038735798277435896
aae,amb,Ambulance arrivals,m,52,0.04486502529697196
aae,amb,Ambulance arrivals,m,53,0.04358513921093464
aae,amb,Ambulance arrivals,m,54,0.03485124327661432
aae,amb,Ambulance arrivals,m,55,0.03186007057005631
aae,amb,Ambulance arrivals,m,56,0.047814375899236275
aae,amb,Ambulance arrivals,m,57,0.07941713704162341
aae,amb,Ambulance arrivals,m,58,0.07135865324503476
aae,amb,Ambulance arrivals,m,59,0.043662796737636275
aae,amb,Ambulance arrivals,m,60,0.07658873762613207
aae,amb,Ambulance arrivals,m,61,0.08543577889220422
aae,amb,Ambulance arrivals,m,62,0.09382299058313459
aae,amb,Ambulance arrivals,m,63,0.10002109820040164
aae,amb,Ambulance arrivals,m,64,0.04916491021060027
aae,amb,Ambulance arrivals,m,65,0.05442848278789946
aae,amb,Ambulance arrivals,m,66,0.062408566860683884
aae,amb,Ambulance arrivals,m,67,0.09282689455050434
aae,amb,Ambulance arrivals,m,68,0.06907156905157465
aae,amb,Ambulance arrivals,m,69,0.1960865443254533
aae,amb,Ambulance arrivals,m,70,0.07284249631234863
aae,amb,Ambulance arrivals,m,71,0.09952598311180672
aae,amb,Ambulance arrivals,m,72,0.1316594655738313
aae,amb,Ambulance arrivals,m,73,0.08689244219563833
aae,amb,Ambulance arrivals,m,74,0.09231611584717546
aae,amb,Ambulance arrivals,m,75,0.14558746089272992
aae,amb,Ambulance arrivals,m,76,0.10282141975816403
aae,amb,Ambulance arrivals,m,77,0.14360388304899763
aae,amb,Ambulance arrivals,m,78,0.09592854751932858
aae,amb,Ambulance arrivals,m,79,0.14504653781289487
aae,amb,Ambulance arrivals,m,80,0.17943562219301995
aae,amb,Ambulance arrivals,m,81,0.20037449301798535
aae,amb,Ambulance arrivals,m,82,0.3060701837670369
aae,amb,Ambulance arrivals,m,83,0.3022177639743565
aae,amb,Ambulance arrivals,m,84,0.25302673649182267
aae,amb,Ambulance arrivals,m,85,0.3465743543037684
aae,amb,Ambulance arrivals,m,86,0.35895619317510924
aae,amb,Ambulance arrivals,m,87,0.3309364082053319
aae,amb,Ambulance arrivals,m,88,0.3970223325062035
aae,amb,Ambulance arrivals,m,89,0.5382844460638985
aae,amb,Ambulance arrivals,m,90,0.5927934215588901
apc,emer_n,Unplanned admissions,f,17,0.03919796355050542
apc,emer_n,Unplanned admissions,f,18,0.05277124419516314
apc,emer_n,Unplanned admissions,f,19,0.1246314982144141
apc,emer_n,Unplanned admissions,f,20,0.12050106533896401
apc,emer_n,Unplanned admissions,f,21,0.1774742062825869
apc,emer_n,Unplanned admissions,f,22,0.13558825146123826
apc,emer_n,Unplanned admissions,f,23,0.06195364628185192
apc,emer_n,Unplanned admissions,f,24,0.09655696549490116
apc,emer_n,Unplanned admissions,f,25,0.12571575667415974
apc,emer_n,Unplanned admissions,f,26,0.1250400280577624
apc,emer_n,Unplanned admissions,f,27,0.09342356492645813
apc,emer_n,Unplanned admissions,f,28,0.11863410758182305
apc,emer_n,Unplanned admissions,f,29,0.14704602540595205
apc,emer_n,Unplanned admissions,f,30,0.13555327895561411
apc,emer_n,Unplanned admissions,f,31,0.12513145458660027
apc,emer_n,Unplanned admissions,f,32,0.09955514569109611
apc,emer_n,Unplanned admissions,f,33,0.06590776077064626
apc,emer_n,Unplanned admissions,f,34,0.09422529792207042
apc,emer_n,Unplanned admissions,f,35,0.1393166153394926
apc,emer_n,Unplanned admissions,f,36,0.11290872960115618
apc,emer_n,Unplanned admissions,f,37,0.12115787365459127
apc,emer_n,Unplanned admissions,f,38,0.06905211900493338
apc,emer_n,Unplanned admissions,f,39,0.02515438503817178
apc,emer_n,Unplanned admissions,f,40,0.07020728701491152
apc,emer_n,Unplanned admissions,f,41,0.06128288651823638
apc,emer_n,Unplanned admissions,f,42,0.059577737648405064
apc,emer_n,Unplanned admissions,f,43,0.09010349329148061
apc,emer_n,Unplanned admissions,f,44,0.08776285552617295
apc,emer_n,Unplanned admissions,f,45,0.0744634253175646
apc,emer_n,Unplanned admissions,f,46,0.037056009067823394
apc,emer_n,Unplanned admissions,f,47,0.0350806235271297
apc,emer_n,Unplanned admissions,f,48,0.061789421651013345
apc,emer_n,Unplanned admissions,f,49,0.05094852435437442
apc,emer_n,Unplanned admissions,f,50,0.06767834512910491
apc,emer_n,Unplanned admissions,f,51,0.06748537384301517
apc,emer_n,Unplanned admissions,f,52,0.05683898351836651
apc,emer_n,Unplanned admissions,f,53,0.051868521663473686
apc,emer_n,Unplanned admissions,f,54,0.07875841080387076
apc,emer_n,Unplanned admissions,f,55,0.06490613687524156
apc,emer_n,Unplanned admissions,f,56,0.053869457293570115
apc,emer_n,Unplanned admissions,f,57,0.055127591359475425
apc,emer_n,Unplanned admissions,f,58,0.06762074259085278
apc,emer_n,Unplanned admissions,f,59,0.05503198734264291
apc,emer_n,Unplanned admissions,f,60,0.05675315216465981
apc,emer_n,Unplanned admissions,f,61,0.05514669019592115
apc,emer_n,Unplanned admissions,f,62,0.07455347228831573
apc,emer_n,Unplanned admissions,f,63,0.06587594618248892
apc,emer_n,Unplanned admissions,f,64,0.10934215938615659
apc,emer_n,Unplanned admissions,f,65,0.0740566418110634
apc,emer_n,Unplanned admissions,f,66,0.07570530676994705
apc,emer_n,Unplanned admissions,f,67,0.11640427203678375
apc,emer_n,Unplanned admissions,f,68,0.09778175113147454
apc,emer_n,Unplanned admissions,f,69,0.12637826162597945
apc,emer_n,Unplanned admissions,f,70,0.09551267311672003
apc,emer_n,Unplanned admissions,f,71,0.0777104095683964
apc,emer_n,Unplanned admissions,f,72,0.12325813461476767
apc,emer_n,Unplanned admissions,f,73,0.09707842480547911
apc,emer_n,Unplanned admissions,f,74,0.12812299807815503
apc,emer_n,Unplanned admissions,f,75,0.14329197474441238
apc,emer_n,Unplanned admissions,f,76,0.13086833907802334
apc,emer_n,Unplanned admissions,f,77,0.1457216716072302
apc,emer_n,Unplanned admissions,f,78,0.15633258641097603
apc,emer_n,Unplanned admissions,f,79,0.20440469404024045
apc,emer_n,Unplanned admissions,f,80,0.22439501590935448
apc,emer_n,Unplanned admissions,f,81,0.23114046935439403
apc,emer_n,Unplanned admissions,f,82,0.1824525553182113
apc,emer_n,Unplanned admissions,f,83,0.1945224759278436
apc,emer_n,Unplanned admissions,f,84,0.2582220953052185
apc,emer_n,Unplanned admissions,f,85,0.2898673449779668
apc,emer_n,Unplanned admissions,f,86,0.23095438290071488
apc,emer_n,Unplanned admissions,f,87,0.35563789445825184
apc,emer_n,Unplanned admissions,f,88,0.43490004165884616
apc,emer_n,Unplanned admissions,f,89,0.3506345992394686
apc,emer_n,Unplanned admissions,f,90,0.30265444456306057
apc,emer_n,Unplanned admissions,m,17,0.01943181376549687
apc,emer_n,Unplanned admissions,m,18,0.04094417262063176
apc,emer_n,Unplanned admissions,m,19,0.04807884931287311
apc,emer_n,Unplanned admissions,m,20,0.04378139947243414
apc,emer_n,Unplanned admissions,m,21,0.05862642789174856
apc,emer_n,Unplanned admissions,m,22,0.055267893844192895
apc,emer_n,Unplanned admissions,m,23,0.04595067348370436
apc,emer_n,Unplanned admissions,m,24,0.024938899695745427
apc,emer_n,Unplanned admissions,m,25,0.02417898899587345
apc,emer_n,Unplanned admissions,m,26,0.03511406669511807
apc,emer_n,Unplanned admissions,m,27,0.06634250979243086
apc,emer_n,Unplanned admissions,m,28,0.03646553586104948
apc,emer_n,Unplanned admissions,m,29,0.011842202649692844
apc,emer_n,Unplanned admissions,m,30,0.07031009682286249
apc,emer_n,Unplanned admissions,m,31,0.09227520809416413
apc,emer_n,Unplanned admissions,m,32,0.07578751346581712
apc,emer_n,Unplanned admissions,m,33,0.044716586276181566
apc,emer_n,Unplanned admissions,m,34,0.052368575547182696
apc,emer_n,Unplanned admissions,m,35,0.07500862599198907
apc,emer_n,Unplanned admissions,m,36,0.022301871764237355
apc,emer_n,Unplanned admissions,m,37,0.04101290148701063
apc,emer_n,Unplanned admissions,m,38,0.03509397085580697
apc,emer_n,Unplanned admissions,m,39,0.03670454371664092
apc,emer_n,Unplanned admissions,m,40,0.0554063395406023
apc,emer_n,Unplanned admissions,m,41,0.07819831091648419
apc,emer_n,Unplanned admissions,m,42,0.04061059219798858
apc,emer_n,Unplanned admissions,m,43,0.03681546249424758
apc,emer_n,Unplanned admissions,m,44,0.025740989483635752
apc,emer_n,Unplanned admissions,m,45,0.06321080550793677
apc,emer_n,Unplanned admissions,m,46,0.06048213567073525
apc,emer_n,Unplanned admissions,m,47,0.0437726158515233
apc,emer_n,Unplanned admissions,m,48,0.07527769721096132
apc,emer_n,Unplanned admissions,m,49,0.04129714327011429
apc,emer_n,Unplanned admissions,m,50,0.06117052419643779
apc,emer_n,Unplanned admissions,m,51,0.05389328455991081
apc,emer_n,Unplanned admissions,m,52,0.07247427163357009
apc,emer_n,Unplanned admissions,m,53,0.06276260046374588
apc,emer_n,Unplanned admissions,m,54,0.046468324368819085
apc,emer_n,Unplanned admissions,m,55,0.052569116440592915
apc,emer_n,Unplanned admissions,m,56,0.08403738794411224
apc,emer_n,Unplanned admissions,m,57,0.08824126337958156
apc,emer_n,Unplanned admissions,m,58,0.07446120338612322
apc,emer_n,Unplanned admissions,m,59,0.07829191139162367
apc,emer_n,Unplanned admissions,m,60,0.06861074412340998
apc,emer_n,Unplanned admissions,m,61,0.11767569545530016
apc,emer_n,Unplanned admissions,m,62,0.10369909485504349
apc,emer_n,Unplanned admissions,m,63,0.09220694990349526
apc,emer_n,Unplanned admissions,m,64,0.06819648835663909
apc,emer_n,Unplanned admissions,m,65,0.067128462105076
apc,emer_n,Unplanned admissions,m,66,0.06791520511309716
apc,emer_n,Unplanned admissions,m,67,0.128101114479696
apc,emer_n,Unplanned admissions,m,68,0.10360735357736198
apc,emer_n,Unplanned admissions,m,69,0.14391672978014922
apc,emer_n,Unplanned admissions,m,70,0.13475861817784496
apc,emer_n,Unplanned admissions,m,71,0.13660429054561707
apc,emer_n,Unplanned admissions,m,72,0.16318356296474865
apc,emer_n,Unplanned admissions,m,73,0.11195756975207247
apc,emer_n,Unplanned admissions,m,74,0.12096594490319541
apc,emer_n,Unplanned admissions,m,75,0.15642908032091193
apc,emer_n,Unplanned admissions,m,76,0.1357242740807765
apc,emer_n,Unplanned admissions,m,77,0.19441756474325833
apc,emer_n,Unplanned admissions,m,78,0.1326671401863055
apc,emer_n,Unplanned admissions,m,79,0.16471386497396537
apc,emer_n,Unplanned admissions,m,80,0.2269332868911723
apc,emer_n,Unplanned admissions,m,81,0.23837655203863775
apc,emer_n,Unplanned admissions,m,82,0.28733119292415704
apc,emer_n,Unplanned admissions,m,83,0.289357433592469
apc,emer_n,Unplanned admissions,m,84,0.2683616902185998
apc,emer_n,Unplanned admissions,m,85,0.3707539604179848
apc,emer_n,Unplanned admissions,m,86,0.34478686976030226
apc,emer_n,Unplanned admissions,m,87,0.3923960268720364
apc,emer_n,Unplanned admissions,m,88,0.36600496277915634
apc,emer_n,Unplanned admissions,m,89,0.5548470444043261
apc,emer_n,Unplanned admissions,m,90,0.4585760430927263
apc,emer_bds,Unplanned bed days,f,17,0.06686711429203866
apc,emer_bds,Unplanned bed days,f,18,0.11308123756106386
apc,emer_bds,Unplanned bed days,f,19,0.3595139371569638
apc,emer_bds,Unplanned bed days,f,20,0.0657278538212531
apc,emer_bds,Unplanned bed days,f,21,0.11032180390539185
apc,emer_bds,Unplanned bed days,f,22,0.13192370412444804
apc,emer_bds,Unplanned bed days,f,23,0.04026987008320375
apc,emer_bds,Unplanned bed days,f,24,0.2491792657932933
apc,emer_bds,Unplanned bed days,f,25,0.08979696905297123
apc,emer_bds,Unplanned bed days,f,26,0.13418929840345234
apc,emer_bds,Unplanned bed days,f,27,0.014597432019759084
apc,emer_bds,Unplanned bed days,f,28,0.13794663672305005
apc,emer_bds,Unplanned bed days,f,29,0.23407326493192365
apc,emer_bds,Unplanned bed days,f,30,0.20593671225949065
apc,emer_bds,Unplanned bed days,f,31,0.3594201355147029
apc,emer_bds,Unplanned bed days,f,32,0.13623335726149993
apc,emer_bds,Unplanned bed days,f,33,0.20563221360441636
apc,emer_bds,Unplanned bed days,f,34,0.10731214485569131
apc,emer_bds,Unplanned bed days,f,35,0.10998680158380994
apc,emer_bds,Unplanned bed days,f,36,0.13047230976133603
apc,emer_bds,Unplanned bed days,f,37,0.2373705279763421
apc,emer_bds,Unplanned bed days,f,38,0.19692641345851372
apc,emer_bds,Unplanned bed days,f,39,0.04821257132316258
apc,emer_bds,Unplanned bed days,f,40,0.17802562064495422
apc,emer_bds,Unplanned bed days,f,41,0.10606653435848605
