Variante,mw,Simulationsjahr,Bev,Bev_0_1,Bev_1_2,Bev_2_3,Bev_3_4,Bev_4_5,Bev_5_6,Bev_6_7,Bev_7_8,Bev_8_9,Bev_9_10,Bev_10_11,Bev_11_12,Bev_12_13,Bev_13_14,Bev_14_15,Bev_15_16,Bev_16_17,Bev_17_18,Bev_18_19,Bev_19_20,Bev_20_21,Bev_21_22,Bev_22_23,Bev_23_24,Bev_24_25,Bev_25_26,Bev_26_27,Bev_27_28,Bev_28_29,Bev_29_30,Bev_30_31,Bev_31_32,Bev_32_33,Bev_33_34,Bev_34_35,Bev_35_36,Bev_36_37,Bev_37_38,Bev_38_39,Bev_39_40,Bev_40_41,Bev_41_42,Bev_42_43,Bev_43_44,Bev_44_45,Bev_45_46,Bev_46_47,Bev_47_48,Bev_48_49,Bev_49_50,Bev_50_51,Bev_51_52,Bev_52_53,Bev_53_54,Bev_54_55,Bev_55_56,Bev_56_57,Bev_57_58,Bev_58_59,Bev_59_60,Bev_60_61,Bev_61_62,Bev_62_63,Bev_63_64,Bev_64_65,Bev_65_66,Bev_66_67,Bev_67_68,Bev_68_69,Bev_69_70,Bev_70_71,Bev_71_72,Bev_72_73,Bev_73_74,Bev_74_75,Bev_75_76,Bev_76_77,Bev_77_78,Bev_78_79,Bev_79_80,Bev_80_81,Bev_81_82,Bev_82_83,Bev_83_84,Bev_84_85,Bev_85_86,Bev_86_87,Bev_87_88,Bev_88_89,Bev_89_90,Bev_90_91,Bev_91_92,Bev_92_93,Bev_93_94,Bev_94_95,Bev_95_96,Bev_96_97,Bev_97_98,Bev_98_99,Bev_99_100,Bev_100_101
0,m,2015,38026,276,320,343,350,385,411,399,405,425,397,440,433,407,459,467,447,383,428,451,278,287,313,356,393,383,343,349,379,360,331,364,305,264,297,332,266,321,330,356,378,377,338,379,429,392,431,522,550,535,524,556,574,640,628,605,636,595,596,581,614,609,526,521,520,541,556,552,517,550,615,658,677,510,483,536,445,433,327,364,364,308,316,282,290,236,194,213,154,158,88,91.909,75.241,58.918,44.122,32.594,23.503,16.733,11.703,7.682,3.074,4.519
0,w,2015,40087,289,331,302,366,355,356,450,371,389,451,406,388,419,418,421,415,452,420,425,276,221,282,319,366,371,306,371,334,344,332,326,370,337,337,315,429,335,362,438,421,385,418,419,444,479,462,536,530,554,547,645,627,659,635,648,705,596,565,601,601,544,584,563,536,558,598,561,574,589,620,627,688,568,529,576,477,436,392,387,381,371,359,332,297,270,276,241,238,202,210,168.715,144.188,121.815,99.972,80.862,63.964,49.502,38.132,28.209,12.734,22.909
0,m,2016,38026,276,320,343,350,385,411,399,405,425,397,440,433,407,459,467,447,383,428,451,278,287,313,356,393,383,343,349,379,360,331,364,305,264,297,332,266,321,330,356,378,377,338,379,429,392,431,522,550,535,524,556,574,640,628,605,636,595,596,581,614,609,526,521,520,541,556,552,517,550,615,658,677,510,483,536,445,433,327,364,364,308,316,282,290,236,194,213,154,158,88,91.909,75.241,58.918,44.122,32.594,23.503,16.733,11.703,7.682,3.074,4.519
0,w,2016,40087,289,331,302,366,355,356,450,371,389,451,406,388,419,418,421,415,452,420,425,276,221,282,319,366,371,306,371,334,344,332,326,370,337,337,315,429,335,362,438,421,385,418,419,444,479,462,536,530,554,547,645,627,659,635,648,705,596,565,601,601,544,584,563,536,558,598,561,574,589,620,627,688,568,529,576,477,436,392,387,381,371,359,332,297,270,276,241,238,202,210,168.715,144.188,121.815,99.972,80.862,63.964,49.502,38.132,28.209,12.734,22.909
0,m,2017,38026,276,320,343,350,385,411,399,405,425,397,440,433,407,459,467,447,383,428,451,278,287,313,356,393,383,343,349,379,360,331,364,305,264,297,332,266,321,330,356,378,377,338,379,429,392,431,522,550,535,524,556,574,640,628,605,636,595,596,581,614,609,526,521,520,541,556,552,517,550,615,658,677,510,483,536,445,433,327,364,364,308,316,282,290,236,194,213,154,158,88,91.909,75.241,58.918,44.122,32.594,23.503,16.733,11.703,7.682,3.074,4.519
0,w,2017,40087,289,331,302,366,355,356,450,371,389,451,406,388,419,418,421,415,452,420,425,276,221,282,319,366,371,306,371,334,344,332,326,370,337,337,315,429,335,362,438,421,385,418,419,444,479,462,536,530,554,547,645,627,659,635,648,705,596,565,601,601,544,584,563,536,558,598,561,574,589,620,627,688,568,529,576,477,436,392,387,381,371,359,332,297,270,276,241,238,202,210,168.715,144.188,121.815,99.972,80.862,63.964,49.502,38.132,28.209,12.734,22.909
1,m,2018,38026,276,320,343,350,385,411,399,405,425,397,440,433,407,459,467,447,383,428,451,278,287,313,356,393,383,343,349,379,360,331,364,305,264,297,332,266,321,330,356,378,377,338,379,429,392,431,522,550,535,524,556,574,640,628,605,636,595,596,581,614,609,526,521,520,541,556,552,517,550,615,658,677,510,483,536,445,433,327,364,364,308,316,282,290,236,194,213,154,158,88,91.909,75.241,58.918,44.122,32.594,23.503,16.733,11.703,7.682,3.074,4.519
1,w,2018,40087,289,331,302,366,355,356,450,371,389,451,406,388,419,418,421,415,452,420,425,276,221,282,319,366,371,306,371,334,344,332,326,370,337,337,315,429,335,362,438,421,385,418,419,444,479,462,536,530,554,547,645,627,659,635,648,705,596,565,601,601,544,584,563,536,558,598,561,574,589,620,627,688,568,529,576,477,436,392,387,381,371,359,332,297,270,276,241,238,202,210,168.715,144.188,121.815,99.972,80.862,63.964,49.502,38.132,28.209,12.734,22.909
1,m,2019,38383.562,296.547,298.911,336.994,359.629,367.272,403.491,422.402,416.053,416.621,431.277,419.698,458.458,441.248,417.686,465.95,468.501,442.507,387.415,405.776,266.286,225.272,299.455,357.358,380.925,382.5,382.443,347.454,337.481,369.59,366.317,333.557,354.245,314.145,268.028,309.348,341.216,283.94,327.785,346.8,369.862,396.534,389.529,352.306,391.062,441.693,412.273,443.206,537.106,560.957,548.333,538.689,566.642,584.579,649.114,643.175,620.345,650.281,604.333,594.9,588.279,624.281,612.251,530.248,530.941,529.265,541.181,559.252,556.551,517.154,544.748,613.555,653.778,670.105,506.139,477.098,528.171,439.803,421.956,317.966,354.885,348.594,301.207,305.233,266.77,272.623,217.026,177.67,192.508,137.434,131.308,90.846,73.506,58.916,45.087,32.94,23.697,16.617,11.47,7.748,4.895,4.359
1,w,2019,40509.399,280.451,302.379,350.537,322.832,384.48,373.897,371.323,462.674,384.797,400.85,470.142,423.515,409.354,437.5,431.761,420.481,418.547,446.953,394.166,224.102,220.71,248.632,326.747,341.947,356.315,359.634,311.463,371.721,345.828,346.492,343.912,345.536,373.829,348.985,355.524,332.089,443.592,356.136,380.38,443.45,436.781,397.771,429.506,433.146,455.759,485.009,472.418,551.634,542.371,564.917,567.25,644.603,640.297,667.615,645.607,664.636,714.436,609.719,573.343,602.517,611.294,552.66,594.441,572.265,535.226,565.071,601.153,563.719,574.297,595.313,614.835,631.093,688.974,567.755,517.569,567.877,474.825,428.195,382.508,375.738,373.753,368.48,349.659,323.134,282.989,260.597,265.012,230.143,222.438,177.463,181.506,151.093,126.754,104.95,84.28,66.603,51.37,38.634,28.814,20.574,23.348
1,m,2020,38738.005,297.999,317.142,315.805,353.092,375.57,386.251,414.111,438.448,427.605,423.735,452.98,438.356,466.581,451.415,427.585,467.225,463.458,443.355,368.478,240.376,217.098,245.911,343.802,382.405,371.757,380.186,382.616,336.211,331.429,375.491,366.914,328.941,359.982,312.064,282.328,321.109,353.009,293.23,344.162,361.314,390.092,409.079,402.848,364.768,403.796,458.711,424.12,459.189,548.205,572.951,560.566,550.39,576.417,596.19,663.467,657.352,636.001,658.379,604.611,602.864,599.731,627.143,613.714,541.047,540.056,529.706,545.437,563.527,555.846,512.466,545.047,610.39,646.125,663.663,498.238,472.292,519.982,428.592,409.237,310.95,339.556,338.733,292.432,288.11,250.256,250.343,198.536,161.699,169.133,114.833,100.25,78.666,62.272,48.737,36.352,25.836,18.055,12.261,8.162,5.299,5.773
1,w,2020,40919.369,282.082,293.06,323.548,368.042,343.291,401.898,387.576,386.141,473.75,397.742,421.994,485.097,444.102,428.909,451.352,431.252,424.419,416.701,417.123,209.259,186.555,247.313,298.029,347.867,335.98,345.866,354.715,318.715,379.524,347.406,357.486,362.565,352.859,382.155,367.698,368.488,353.002,460.58,373.04,389.847,459.415,450.76,409.541,442.222,444.602,461.865,493.813,488.194,562.403,554.665,583.234,571.672,655.963,649.866,677.036,663.224,676.619,724.141,618.121,577.241,612.888,617.331,565.07,603.581,570.946,542.003,568.802,603.301,563.56,580.894,589.746,617.536,631.08,688.584,554.339,510.404,563.187,466.064,416.943,370.706,367.641,370.729,358.631,339.225,304.849,271.084,248.63,249.51,215.15,192.876,186.884,154.447,126.03,103.467,83.7,65.568,50.434,37.727,27.409,19.678,27.111
1,m,2021,39103.143,299.847,318.759,332.287,331.83,368.666,393.7,397.566,429.349,449.162,434.63,446.268,470.773,447.345,476.733,460.518,430.71,462.147,464.501,419.8,218.794,198.107,239.296,295.467,369.342,373.149,370.4,379.133,366.12,330.29,338.875,375.418,360.546,338.254,353.964,322.785,296.804,335.56,356.444,311.492,358.459,382.008,404.001,422.478,414.568,378.061,420.978,466.996,439.733,471.48,560.501,584.398,570.456,561.447,587.306,612.351,676.287,672.161,645.409,656.574,613.676,614.925,604.057,629.148,623.24,550.312,540.779,533.886,550.582,562.08,549.771,513.754,543.412,603.933,638.888,653.765,493.025,466.066,504.819,416.166,398.456,297.643,329.3,327.841,277.27,271.086,229.21,230.776,182.616,143.316,142.152,103.988,83.046,63.747,49.267,37.572,27.257,18.813,12.731,8.337,5.334,6.619
1,w,2021,41317.331,283.54,294.764,313.323,342.233,385.464,361.978,414.305,400.906,399.04,483.591,420.325,439.131,503.004,463.368,444.221,450.757,435.37,423.416,391.253,220.229,176.064,218.516,297.246,323.632,341.379,329.396,341.5,355.185,330.908,376.751,357.721,375.923,369.008,363.807,398.648,380.816,385.794,374.093,473.601,381.557,408.037,473.927,463.275,422.553,452.195,450.367,470.607,508.192,499.279,573.053,574.288,585.43,586.397,663.882,660.325,693.623,676.087,688.897,728.143,621.56,589.838,619.42,627.854,576.518,601.348,577.667,546.074,572.211,602.767,569.998,575.767,592.463,617.651,631.169,673.763,545.079,508.853,553.285,453.902,404.073,361.838,365.032,361.417,346.841,320.712,291.216,257.925,234.226,231.259,186.014,189.594,161.432,130.744,104.378,83.702,66.037,50.347,37.558,27.137,18.977,29.365
1,m,2022,39441.919,302.548,320.472,333.979,346.905,347.398,386.551,404.427,413.453,439.592,455.164,457.342,464.983,478.293,458.183,485.659,462.989,427.719,463.158,439.623,249.59,182.726,221.743,289.499,326.437,360.882,372.224,370.222,361.759,356.501,337.775,341.345,368.463,369.454,335.446,362.813,333.295,313.875,341.356,370.434,326.935,379.018,396.428,418.61,434.6,427.334,395.502,429.879,479.752,451.661,484.295,572.171,593.766,579.516,573.59,602.561,627.745,690.169,679.954,644.631,664.181,626.724,620.349,607.527,639.865,630.531,551.182,544.797,538.637,550.154,555.877,549.13,512.429,539.27,598.441,628.276,645.66,486.28,452.634,489.948,406.766,378.966,289.458,320.188,311.034,260.842,248.143,211.725,211.521,161.2,120.754,109.898,89.559,69.963,52.425,39.473,29.274,20.619,13.776,8.989,5.657,7.404
1,w,2022,41727.701,286.062,295.965,315.128,331.336,360.835,402.29,375.81,426.402,412.73,411.232,503.734,438.792,459.465,520.323,477.86,444.315,455.005,433.696,397.944,208.615,182.571,208.481,272.885,322.822,321.054,334.087,327.895,342.526,362.459,333.229,383.613,375.605,381.698,379.318,382.063,409.14,398.552,404.431,391.009,477.054,398.819,424.262,486.759,477.229,432.985,456.6,458.765,484.598,517.888,510.319,591.031,577.903,598.181,597.665,672.944,677.902,705.409,689.31,695.053,726.85,634.326,598.404,630.42,637.562,576.173,607.643,581.201,549.808,572.704,609.282,565.37,579.073,592.253,618.057,616.595,662.982,542.53,500.955,537.316,440.303,396.622,359.089,356.257,349.574,329.174,307.037,277.111,241.819,218.441,202.49,188.829,163.038,136.016,107.744,83.993,65.673,50.417,37.275,26.858,18.678,30.106
1,m,2023,39766.153,300.359,322.855,335.492,348.65,361.157,365.099,397.163,419.711,424.267,445.319,477.478,476.063,473.513,487.904,467.638,487.833,458.885,431.002,438.526,261.967,205.352,207.57,271.587,321.179,323.288,360.365,372.227,353.957,351.428,361.9,340.213,336.868,377,365.09,346.461,371.59,346.387,321.947,357.321,383.01,348.894,393.286,411.356,431.974,447.588,444.257,405.03,442.741,489.049,463.937,497.007,581.504,602.163,589.826,589.825,617.001,643.682,697.378,678.314,653.748,675.916,633.036,624.217,619.327,647.622,629.534,555.032,549.467,538.02,545.1,555.123,546.644,508.671,535.902,589.301,621.737,637.907,472.491,440.974,478.003,387.803,367.975,282.072,304.502,291.662,239.765,230.233,194.881,186.407,135.09,109.645,91.104,72.623,55.379,40.425,29.592,21.303,14.522,9.352,5.862,7.751
1,w,2023,42127.512,284.009,298.129,316.144,333.231,349.275,378.163,414.211,389.451,437.213,423.604,432.972,519.496,460.732,478.655,531.847,476.724,449.06,452.913,406.978,213.042,175.713,212.322,262.734,302.394,319.698,317.377,332.023,330.802,349.902,359.954,343.372,399.377,381.24,391.635,397.308,394.606,424.409,417.612,419.232,399.027,491.785,414.39,438.917,501.009,488.511,438.163,464.013,472.444,494.155,527.538,528.056,592.659,591.986,607.721,609.38,689.398,690.641,717.387,695.925,696.297,737.299,642.934,611.046,640.694,635.12,584.273,610.669,584.82,550.275,579.571,603.375,568.635,578.48,592.597,604.369,606.698,660.391,532.542,488.73,520.637,432.156,393.236,349.93,345.028,332.018,314.022,292.595,261.184,223.678,192.99,189.831,165.462,139.958,114.173,88.289,67.086,51.027,37.979,27.118,18.807,30.829
1,m,2024,40076.972,304.521,320.783,337.599,349.99,362.926,377.603,375.811,412.231,430.076,430.65,466.815,495.684,484.457,484.073,495.941,470.731,482.929,461.308,409.415,261.515,215.362,227.805,257.792,303.579,318.022,326.275,360.655,356.143,344.461,356.136,361.378,335.82,346.533,372.391,375.875,357.754,382.865,350.928,339.796,371.365,402.215,364.388,408.079,424.904,445.952,465.291,452.879,418.238,452.607,499.15,476.163,507.367,589.934,611.83,604.516,605.676,631.851,653.101,694.362,686.365,667.057,680.712,637.787,636.317,628.483,646.153,632.083,560.127,549.126,533.056,545.235,552.74,541.771,506.087,528.944,582.855,612.924,620.855,459.449,431.218,456.527,378.063,356.528,268.228,286.297,268.051,221.908,211.131,173.255,156.352,114.043,92.673,75.328,58.616,43.537,30.895,21.949,15.29,10.043,6.211,8.208
1,w,2024,42514.288,287.906,296.247,318.02,334.094,351.188,365.975,390.723,425.999,401.513,446.894,444.097,450.534,538.307,481.125,492.944,527.634,480.65,448.03,424.944,217.469,180.16,207.114,263.738,292.524,301.771,315.665,317.669,334.442,339.573,347.956,366.616,361.015,402.605,391.141,409.416,409.433,411.682,441.712,432.691,425.159,416.467,505.484,428.55,454.491,512.506,493.41,446.15,476.555,481.503,503.729,544.113,531.113,604.979,602.737,617.953,628.157,700.639,703.317,723.072,697.732,708.321,742.622,656.35,622.728,638.587,641.826,588.996,613.412,585.094,557.19,575.102,606.216,568.746,578.814,579.318,595.426,604.281,649.074,518.475,474.327,508.713,429.241,383.613,339.391,327.653,318.077,299.798,276.082,242.507,195.775,192.581,163.899,139.944,115.733,92.142,69.429,51.302,37.821,27.18,18.676,30.794
1,m,2025,40391.307,305.445,324.758,335.619,351.859,364.095,379.426,387.021,390.704,422.479,436.072,452.509,484.412,503.217,494.959,493.349,497.79,466.655,485.223,437.447,244.711,215.472,238.193,276.829,290.457,301.529,320.903,329.527,345.36,346.723,349.68,355.329,354.249,345.542,343.738,383.144,386.878,371.605,385.448,365.8,355.142,392.068,415.257,380.15,421.495,439.178,464.584,474.221,465.731,428.404,462.986,508.766,486.196,517.096,599.668,626.084,618.349,621.95,640.525,652.734,701.581,698.57,672.978,684.264,650.999,646.18,628.522,648.962,635.726,559.808,544.129,533.505,543.407,547.795,537.657,500.136,524.373,575.225,595.75,603.908,448.902,412.832,443.33,367.735,338.066,252.916,263.19,247.882,204.52,187.626,146.333,124.763,98.231,78.098,61.968,46.97,33.914,23.351,16.049,10.772,6.793,8.85
1,w,2025,42885.409,288.789,299.863,316.219,335.744,351.841,367.908,378.086,403.077,436.493,412.715,466.34,460.415,471.32,556.523,496.788,491.211,529.004,478.079,421.268,227.164,183.597,212.996,260.65,291.374,292.418,299.695,315.659,321.64,342.88,338.877,354.961,381.633,366.453,410.775,408.931,421.186,426.139,430.346,455.304,438.564,441.17,432.309,517.495,443.432,467.48,517.082,501.597,459.078,484.835,490.696,519.707,545.725,543.731,614.14,614.191,635.179,642.387,712.257,709.8,723.625,710.288,715.494,753.687,668.35,622.509,645.424,645.036,593.254,613.152,592.045,553.177,578.805,605.897,569.043,566.082,570.643,592.896,594.298,632.238,502.595,465.103,503.519,419.097,372.117,321.955,314.214,303.264,282.651,256.906,211.903,200.703,165.495,137.975,115.174,92.941,72.086,52.804,37.804,26.901,18.601,30.442
1,m,2026,40698.35,306.489,325.761,339.477,350.005,365.817,380.505,388.937,400.878,400.94,428.453,457.637,470.501,491.594,513.055,503.871,495.522,492.445,469.851,459.987,261.167,204.486,239.141,288.261,308.299,289.65,305.152,323.998,318.265,336.48,352.079,349.591,347.871,362.392,342.715,355.058,394.243,400.782,376.282,399.183,379.122,377.255,406.44,428.926,394.52,435.667,458.083,474.43,487.602,474.957,439.171,473.122,516.64,495.619,527.984,613.928,639.173,632.904,631.814,639.639,661.976,713.047,703.294,677.64,697.06,661.731,646.838,632.395,652.931,633.482,554.77,544.496,531.89,539.201,543.69,530.176,496.694,518.316,559.381,579.107,590.411,429.279,402.488,430.317,349.941,318.013,233.32,243.826,228.384,182.216,158.646,128.952,104.575,80.568,62.536,48.338,35.615,24.95,16.618,11.002,7.088,9.335
1,w,2026,43245.867,289.73,300.772,319.717,334.045,353.317,368.483,380.148,390.028,414.106,445.954,433.388,481.554,479.68,490.872,568.591,495.781,494.716,521.648,448.119,226.208,191.756,216.984,268.581,289.887,290.427,290.989,301.044,319.42,331.144,341.91,347.022,369.953,384.92,376.056,427.537,420.578,437.706,444.67,445.168,459.661,454.827,455.986,446.467,531.011,455.787,474.53,525.33,515.24,467.845,493.339,506.169,521.407,557.167,553.318,624.141,632.835,647.757,656.531,717.487,710.939,735.54,718.047,728.167,763.487,667.677,631.109,648.844,648.097,594.461,619.885,587.328,557.204,579.284,606.051,556.571,557.743,568.591,583.198,579.531,613.389,492.104,462.169,489.907,406.551,353.402,308.422,300.113,285.712,262.996,225.105,207.259,174.279,140.789,114.751,93.462,73.458,55.374,39.286,27.14,18.573,30.427
1,m,2027,40984.548,307.423,326.85,340.521,353.766,364.073,382.081,389.946,402.897,410.155,407.147,449.796,475.375,478.354,501.091,520.936,506.148,490.525,493.932,445.992,274.783,216.996,231.657,290.209,320.274,305.571,294.116,308.869,312.868,312.269,341.915,352.022,342.943,355.596,357.833,353.98,366.762,408.126,404.817,391.898,411.947,399.351,392.786,421.29,441.607,409.513,454.391,468.379,488.686,497.374,485.083,449.708,481.58,523.801,506.162,542.657,627.325,653.396,641.027,632.193,648.186,675.371,717.057,706.897,691.465,707.038,663.048,651.268,637.312,650.799,626.191,555.204,542.913,528.098,535.859,536.153,525.386,491.581,504.816,544.443,565.65,564.355,417.997,392.105,408.901,330.08,292.435,217.236,224.502,202.825,154.492,135.204,109.289,86.741,65.254,49.344,37.078,26.507,17.959,11.52,7.319,9.902
1,w,2027,43588.328,290.614,301.713,320.677,337.471,351.704,369.829,380.623,392.134,400.675,424.18,465.088,449.947,499.507,498.23,505.406,563.97,500.148,491.548,484.934,240.102,191.982,226.344,273.455,298.708,289.77,288.15,292.815,305.601,328.752,331.429,349.737,362.809,373.575,392.952,393.39,437.811,437.122,456.177,459.314,450.692,475.248,469.946,469.122,461.619,541.776,462.602,484.444,539.263,524.536,476.812,508.054,507.819,532.548,565.569,563.597,641.297,646.866,660.562,664.633,717.816,723.393,742.466,731.221,739.463,759.148,676.322,636.186,652.106,647.979,602.456,614.574,591.044,558.001,580.388,592.455,548.425,555.997,559.346,568.607,562.776,601.885,488.107,451.434,473.692,386.535,338.81,294.596,283.371,265.85,231.174,214.991,181.129,149.237,117.874,93.737,74.354,56.787,41.45,28.365,18.841,30.542
1,m,2028,41271.08,307.705,327.81,341.616,354.851,367.751,380.426,391.379,403.831,412.246,415.319,428.086,467.456,482.905,488.446,508.683,522.498,501.035,492.971,467.953,266.36,227.985,244.073,286.575,323.078,317.21,308.861,298.55,299.029,306.807,319.237,342.252,345.334,351.033,350.999,368.165,365.545,381.049,412.112,420.446,406.043,431.646,413.155,408.589,435.131,454.999,429.079,464.529,482.879,499.288,507.975,494.844,458.514,489.415,532.347,520.307,556.626,641.726,661.044,639.827,641.926,661.101,681.48,719.891,720.087,702.489,707.108,668.089,656.827,636.247,643.396,624.66,553.739,538.926,525.161,528.988,531.225,519.35,479.346,492.26,532.4,540.937,550.257,406.819,373.616,385.086,304.619,271.316,200.958,199.756,171.472,139.748,113.045,89.445,69.334,50.821,37.361,27.242,18.836,12.289,7.565,10.232
