Variante,mw,Simulationsjahr,Bev,Bev_0_1,Bev_1_2,Bev_2_3,Bev_3_4,Bev_4_5,Bev_5_6,Bev_6_7,Bev_7_8,Bev_8_9,Bev_9_10,Bev_10_11,Bev_11_12,Bev_12_13,Bev_13_14,Bev_14_15,Bev_15_16,Bev_16_17,Bev_17_18,Bev_18_19,Bev_19_20,Bev_20_21,Bev_21_22,Bev_22_23,Bev_23_24,Bev_24_25,Bev_25_26,Bev_26_27,Bev_27_28,Bev_28_29,Bev_29_30,Bev_30_31,Bev_31_32,Bev_32_33,Bev_33_34,Bev_34_35,Bev_35_36,Bev_36_37,Bev_37_38,Bev_38_39,Bev_39_40,Bev_40_41,Bev_41_42,Bev_42_43,Bev_43_44,Bev_44_45,Bev_45_46,Bev_46_47,Bev_47_48,Bev_48_49,Bev_49_50,Bev_50_51,Bev_51_52,Bev_52_53,Bev_53_54,Bev_54_55,Bev_55_56,Bev_56_57,Bev_57_58,Bev_58_59,Bev_59_60,Bev_60_61,Bev_61_62,Bev_62_63,Bev_63_64,Bev_64_65,Bev_65_66,Bev_66_67,Bev_67_68,Bev_68_69,Bev_69_70,Bev_70_71,Bev_71_72,Bev_72_73,Bev_73_74,Bev_74_75,Bev_75_76,Bev_76_77,Bev_77_78,Bev_78_79,Bev_79_80,Bev_80_81,Bev_81_82,Bev_82_83,Bev_83_84,Bev_84_85,Bev_85_86,Bev_86_87,Bev_87_88,Bev_88_89,Bev_89_90,Bev_90_91,Bev_91_92,Bev_92_93,Bev_93_94,Bev_94_95,Bev_95_96,Bev_96_97,Bev_97_98,Bev_98_99,Bev_99_100,Bev_100_101
0,m,2015,186154,2291,2324,2408,2433,2440,2472,2660,2590,2517,2366,2323,2273,2111,1916,1918,1886,1837,1859,2411,4411,4239,4546,4690,4355,4196,4057,3904,4042,3792,3696,3431,3132,3157,2959,2832,2595,2429,2416,2328,2295,2080,1891,2018,2017,2117,2040,2043,2060,2032,2041,2108,2063,1897,1910,1906,2015,1875,1807,1751,1788,1654,1466,1477,1415,1435,1361,1283,1305,1285,1305,1299,1360,1156,1176,1102,1030,893,789,826,836,759,674,642,547,478,468,390,348,294,288,202.945,166.141,130.098,97.426,71.972,51.897,36.949,25.843,16.963,6.788,9.978
0,w,2015,180631,2140,2241,2256,2296,2239,2427,2423,2243,2273,2200,2192,2055,1997,1903,1961,1816,1795,1913,2163,3544,3371,3848,4286,3783,3786,3681,3712,3619,3543,3331,2987,2963,2806,2499,2512,2444,2359,2281,2359,2098,2015,1937,2005,1935,2036,2023,2087,2030,2097,2061,2121,2068,2066,1991,1944,1909,1864,1850,1710,1647,1614,1603,1536,1478,1402,1455,1330,1328,1447,1370,1470,1477,1247,1280,1292,1234,994,1015,986,951,900,849,862,766,689,612,532,499,524,426,349.611,298.786,252.424,207.162,167.562,132.546,102.577,79.018,58.454,26.388,47.471
0,m,2016,186154,2291,2324,2408,2433,2440,2472,2660,2590,2517,2366,2323,2273,2111,1916,1918,1886,1837,1859,2411,4411,4239,4546,4690,4355,4196,4057,3904,4042,3792,3696,3431,3132,3157,2959,2832,2595,2429,2416,2328,2295,2080,1891,2018,2017,2117,2040,2043,2060,2032,2041,2108,2063,1897,1910,1906,2015,1875,1807,1751,1788,1654,1466,1477,1415,1435,1361,1283,1305,1285,1305,1299,1360,1156,1176,1102,1030,893,789,826,836,759,674,642,547,478,468,390,348,294,288,202.945,166.141,130.098,97.426,71.972,51.897,36.949,25.843,16.963,6.788,9.978
0,w,2016,180631,2140,2241,2256,2296,2239,2427,2423,2243,2273,2200,2192,2055,1997,1903,1961,1816,1795,1913,2163,3544,3371,3848,4286,3783,3786,3681,3712,3619,3543,3331,2987,2963,2806,2499,2512,2444,2359,2281,2359,2098,2015,1937,2005,1935,2036,2023,2087,2030,2097,2061,2121,2068,2066,1991,1944,1909,1864,1850,1710,1647,1614,1603,1536,1478,1402,1455,1330,1328,1447,1370,1470,1477,1247,1280,1292,1234,994,1015,986,951,900,849,862,766,689,612,532,499,524,426,349.611,298.786,252.424,207.162,167.562,132.546,102.577,79.018,58.454,26.388,47.471
0,m,2017,186154,2291,2324,2408,2433,2440,2472,2660,2590,2517,2366,2323,2273,2111,1916,1918,1886,1837,1859,2411,4411,4239,4546,4690,4355,4196,4057,3904,4042,3792,3696,3431,3132,3157,2959,2832,2595,2429,2416,2328,2295,2080,1891,2018,2017,2117,2040,2043,2060,2032,2041,2108,2063,1897,1910,1906,2015,1875,1807,1751,1788,1654,1466,1477,1415,1435,1361,1283,1305,1285,1305,1299,1360,1156,1176,1102,1030,893,789,826,836,759,674,642,547,478,468,390,348,294,288,202.945,166.141,130.098,97.426,71.972,51.897,36.949,25.843,16.963,6.788,9.978
0,w,2017,180631,2140,2241,2256,2296,2239,2427,2423,2243,2273,2200,2192,2055,1997,1903,1961,1816,1795,1913,2163,3544,3371,3848,4286,3783,3786,3681,3712,3619,3543,3331,2987,2963,2806,2499,2512,2444,2359,2281,2359,2098,2015,1937,2005,1935,2036,2023,2087,2030,2097,2061,2121,2068,2066,1991,1944,1909,1864,1850,1710,1647,1614,1603,1536,1478,1402,1455,1330,1328,1447,1370,1470,1477,1247,1280,1292,1234,994,1015,986,951,900,849,862,766,689,612,532,499,524,426,349.611,298.786,252.424,207.162,167.562,132.546,102.577,79.018,58.454,26.388,47.471
1,m,2018,186154,2291,2324,2408,2433,2440,2472,2660,2590,2517,2366,2323,2273,2111,1916,1918,1886,1837,1859,2411,4411,4239,4546,4690,4355,4196,4057,3904,4042,3792,3696,3431,3132,3157,2959,2832,2595,2429,2416,2328,2295,2080,1891,2018,2017,2117,2040,2043,2060,2032,2041,2108,2063,1897,1910,1906,2015,1875,1807,1751,1788,1654,1466,1477,1415,1435,1361,1283,1305,1285,1305,1299,1360,1156,1176,1102,1030,893,789,826,836,759,674,642,547,478,468,390,348,294,288,202.945,166.141,130.098,97.426,71.972,51.897,36.949,25.843,16.963,6.788,9.978
1,w,2018,180631,2140,2241,2256,2296,2239,2427,2423,2243,2273,2200,2192,2055,1997,1903,1961,1816,1795,1913,2163,3544,3371,3848,4286,3783,3786,3681,3712,3619,3543,3331,2987,2963,2806,2499,2512,2444,2359,2281,2359,2098,2015,1937,2005,1935,2036,2023,2087,2030,2097,2061,2121,2068,2066,1991,1944,1909,1864,1850,1710,1647,1614,1603,1536,1478,1402,1455,1330,1328,1447,1370,1470,1477,1247,1280,1292,1234,994,1015,986,951,900,849,862,766,689,612,532,499,524,426,349.611,298.786,252.424,207.162,167.562,132.546,102.577,79.018,58.454,26.388,47.471
1,m,2019,189921.77,2356.522,2332.814,2355.489,2411.763,2445.289,2444.749,2486.838,2666.978,2584.77,2528.154,2374.686,2314.741,2270.543,2123.528,1920.289,1936.859,1916.996,1897.554,2390.442,5073.28,4455.917,4306.376,4465.917,4435.763,4268.096,4167.771,4073.625,3953.007,4043.172,3815.785,3688.077,3432.35,3139.193,3120.143,2940.865,2788.48,2560.02,2398.876,2378.281,2317.464,2278.406,2067.259,1900.646,2016.231,2013.693,2100.403,2044.008,2030.173,2049.166,2030.402,2011.338,2074.749,2030.24,1896.713,1895.092,1881.023,1981.052,1845.309,1781.045,1736.703,1766.41,1623.6,1445.976,1460.171,1392.109,1404.086,1333.414,1253.046,1280.63,1252.024,1272.974,1260.898,1318.756,1118.095,1146.699,1057.085,989.509,858.247,756.414,795.425,793.282,719.001,635.877,603.624,498.369,441.096,420.777,347.774,316.479,253.152,211.515,171.143,137.174,104.977,76.693,55.174,38.69,26.707,18.04,11.396,10.149
1,w,2019,183467.372,2237.149,2153.324,2274.158,2275.111,2317.124,2258.687,2416.147,2417.795,2243.609,2275.244,2187.328,2186.303,2059.725,2002.526,1912.048,1977.044,1826.89,1840.269,2369.265,4260.747,3435.949,3508.403,3945.385,4026.995,3743.557,3742.977,3665.748,3704.694,3632.387,3531.168,3290.052,2970.134,2901.323,2778.621,2484.002,2479.457,2426.652,2353.441,2266.187,2331.436,2093.559,2001.704,1938.428,2004.75,1921.774,2018.311,2009.94,2087.505,2036.722,2073.328,2049.299,2095.893,2048.948,2046.921,1956.385,1923.677,1883.854,1849.553,1835.105,1695.098,1636.997,1596.734,1575.224,1510.063,1464.236,1383.481,1431.636,1317.727,1315.29,1425.124,1348.783,1439.054,1457.514,1221.794,1252.382,1262.554,1203.015,967.542,981.767,957.076,914.191,867.793,802.506,814.348,720.841,638.262,566.418,481.405,453.107,451.27,357.548,297.637,249.692,206.74,166.023,131.202,101.194,76.104,56.762,40.528,45.992
1,m,2020,193180.563,2395.874,2388.969,2359.562,2357.745,2424.239,2448.129,2457.628,2496.369,2659.728,2594.021,2532.56,2363.727,2311.289,2279.426,2122.933,1938.411,1967.094,1974.878,2415.351,4988.675,4877.393,4472.335,4279.948,4257.467,4333.169,4222.769,4173.54,4101.985,3950.221,4050.492,3809.216,3674.901,3423.744,3098.019,3088.808,2894.028,2737.695,2521.118,2358.303,2365.553,2301.047,2260.167,2069.3,1902.758,2011.846,1999.676,2098.959,2028.687,2018.931,2047.972,1999.758,1981.113,2040.455,2025.605,1881.588,1871.304,1852.668,1947.613,1818.239,1767.667,1716.372,1731.643,1599.399,1429.144,1435.477,1362.809,1374.313,1301.412,1229.302,1246.101,1221.575,1233.462,1222.17,1277.553,1090.427,1097.746,1014.881,951.086,821.652,727.668,755.606,751.193,677.671,597.003,548.167,457.881,393.92,374.106,316.776,271.726,214.56,168.365,133.278,104.309,77.801,55.296,38.642,26.242,17.468,11.34,12.355
1,w,2020,185785.31,2274.587,2239.548,2187.004,2289.35,2295.832,2332.749,2251.796,2408.602,2412.85,2247.194,2259.537,2180.845,2187.536,2063.753,2009.804,1928.994,1984.607,1871.044,2287.436,4384.869,3837.518,3556.267,3670.17,3763.907,3945.82,3695.289,3719.028,3649.847,3703.78,3615.153,3477.232,3249.852,2908.41,2864.923,2744.507,2453.044,2458.436,2416.756,2333.994,2240.452,2320.851,2081.496,2000.906,1938.277,1989.12,1906.421,2003.704,2010.443,2090.912,2015.073,2059.442,2025.985,2075.456,2029.507,2009.927,1935.777,1898.659,1868.198,1834.784,1817.848,1683.951,1619.347,1567.554,1549.325,1494.114,1444.022,1361.543,1417.322,1304.126,1295.844,1402.157,1319.998,1417.76,1427.065,1194.655,1224.438,1228.298,1169.476,935.881,951.657,917.41,880.375,817.443,756.876,764.935,667.418,585.943,510.702,436.07,390.654,367.19,303.457,247.623,203.292,164.453,128.828,99.092,74.125,53.852,38.663,53.267
1,m,2021,196048.042,2410.009,2424.672,2407.251,2357.047,2368.296,2426.427,2458.829,2464.764,2491.155,2666.833,2596.002,2515.878,2357.65,2319.148,2274.14,2137.598,1967.462,2023.309,2497.808,4948.785,4785.578,4773.501,4403.279,4098.144,4173.908,4277.155,4214.906,4193.243,4079.757,3954.255,4027.729,3796.381,3652.414,3365.723,3062.502,3030.866,2839.502,2684.634,2472.169,2342.772,2347.426,2283.393,2257.27,2064.273,1901.717,1997.032,2000.501,2079.142,2015.248,2016.988,2017.011,1968.998,1950.926,2035.219,2005.565,1858.858,1843.054,1823.642,1917.684,1804.936,1747.485,1683.957,1705.757,1578.842,1407.238,1405.16,1334.723,1339.842,1276.398,1195.959,1215.501,1186.794,1195.015,1183.579,1248.45,1042.533,1054.89,973.2,911.486,791.452,690.955,714.154,707.027,635.974,542.491,503.615,408.426,351.821,341.848,274.244,216.82,173.154,132.915,102.725,78.339,56.833,39.225,26.545,17.383,11.121,13.801
1,w,2021,187772.2,2287.728,2273.553,2263.503,2202.529,2305.621,2310.486,2321.271,2247.012,2400.986,2411.177,2232.364,2250.075,2180.861,2187.992,2069.475,2025.175,1937.489,2025.859,2323.535,4257.225,3898.231,3838.39,3706.13,3537.448,3714.937,3870.767,3667.296,3695.743,3641.489,3674.203,3555.64,3426.146,3163.84,2871.861,2822.442,2696.093,2433.28,2445.436,2392.764,2303.777,2230.92,2302.585,2082.193,1998.671,1923.203,1970.806,1893.933,2002.728,2013.679,2065.527,2002.978,2034.82,2007.681,2054.467,1993.183,1987.542,1910.389,1882.888,1853.006,1817.64,1806.123,1666.28,1590.545,1541.865,1532.996,1472.706,1420.228,1348.472,1401.882,1283.9,1275.594,1371.474,1299.86,1387.95,1394.911,1170.493,1191.898,1195.593,1132.383,907.682,911.403,883.423,829.331,772.659,710.774,706.491,610.669,527.388,463.906,377.441,355.716,302.879,245.303,195.835,157.041,123.899,94.461,70.466,50.914,35.604,55.095
1,m,2022,198700.669,2436.5,2436.685,2440.514,2397.882,2364.763,2369.87,2437.928,2465.13,2458.908,2501.009,2667.698,2577.41,2505.539,2363.837,2313.16,2286.184,2164.705,2023.358,2555.969,5078.439,4732.813,4673.689,4608.592,4187.726,4023.227,4126.92,4261.533,4223.946,4163.469,4067.328,3929.463,4000.059,3773.846,3581.011,3316.432,3002.491,2965.707,2783.604,2622.909,2450.755,2322.341,2328.408,2281.024,2247.797,2057.482,1890.843,1997.468,1983.142,2061.778,2011.304,1986.768,1986.463,1938.707,1947.314,2014.454,1977.626,1832.16,1814.125,1799.698,1901.786,1784.317,1715.438,1659.777,1683.268,1552.637,1377.078,1376.32,1301.169,1313.597,1240.764,1166.008,1181.259,1151.553,1159.033,1155.847,1195.863,1003.23,1012.146,934.383,877.973,753.774,652.774,671.2,663.845,579.49,498.4,452.586,363.76,324.343,295.732,216.683,176.582,137.944,103.365,77.829,57.719,40.653,27.161,17.723,11.153,14.598
1,w,2022,189610.74,2311.427,2284.623,2295.145,2271.484,2220.117,2318.037,2299.691,2313.626,2242.938,2397.747,2391.682,2224.217,2248.028,2181.032,2191.181,2084.48,2032.411,1980.493,2484.084,4334.531,3788.46,3865.173,3896.207,3560.117,3509.238,3661.978,3823.23,3641.471,3681.593,3606.737,3604.094,3500.934,3327.765,3109.087,2829.649,2767.189,2661.906,2421.983,2418.51,2358.298,2291.397,2213.976,2298.767,2080.61,1981.686,1905.521,1955.447,1893.963,2004.034,1989.359,2050.164,1980.544,2015.368,1988.223,2016.548,1970.191,1961.13,1894.716,1867.671,1835.594,1806.621,1785.641,1635.693,1564.355,1525.638,1511.318,1448.363,1405.689,1334.52,1379.482,1263.926,1248.649,1350.835,1273.509,1357.057,1366.654,1138.732,1159.59,1158.814,1097.549,871.365,877.181,833.533,783.554,727.147,657.636,644.724,548.862,481.232,401.185,340.029,293.586,244.928,194.017,151.248,118.259,90.788,67.121,48.363,33.633,54.212
1,m,2023,201196.858,2476.697,2460.138,2450.422,2428.566,2400.018,2364.235,2380.593,2444.893,2458.697,2467.815,2504.384,2647.389,2565.332,2508.734,2355.843,2324.65,2311.175,2218.474,2564.41,5204.148,4838.027,4614.97,4504.793,4333.881,4095.583,3981.362,4117.709,4264.554,4184.698,4144.421,4028.124,3900.753,3964.969,3700.81,3519.596,3243.627,2935.326,2900.587,2718.527,2591.566,2425.269,2302.183,2324.404,2272.356,2236.784,2040.871,1893.88,1979.19,1967.806,2054.132,1980.02,1956.028,1956.534,1933.96,1929.383,1986.13,1945.768,1803.842,1790.028,1787.478,1877.883,1751.842,1690.321,1638.236,1655.115,1517.816,1350.675,1341.216,1275.684,1277.559,1209.713,1132.623,1144.912,1117.736,1131.307,1108.398,1150.01,962.758,971.371,901.461,835.96,711.647,616.102,631.669,603.658,533.55,448.11,403.854,333.776,280.933,216.726,180.079,143.549,109.464,79.905,58.492,42.109,28.705,18.485,11.586,15.32
1,w,2023,191341.731,2350.631,2305.518,2304.274,2301.324,2282.129,2233.374,2305.294,2292.63,2306.978,2242.868,2376.981,2379.254,2223.334,2245.978,2183.839,2203.699,2091.383,2073.838,2447.221,4534.479,3849.716,3759.91,3894.449,3690.598,3522.767,3469.473,3631.48,3780.739,3624.686,3641.786,3533.484,3541.054,3398.413,3263.722,3050.63,2774.626,2727.178,2639.269,2396.653,2381.346,2343.07,2272.297,2211.046,2292.626,2064.493,1962.52,1891.393,1954.24,1896.54,1978.198,1975.398,2025.139,1962.806,1994.061,1952.68,1992.342,1943.62,1943.522,1879.892,1850.397,1824.037,1785.901,1752.647,1607.73,1547.51,1503.93,1486.416,1433.541,1391.056,1314.544,1357.262,1238.72,1230.477,1323.249,1245.462,1328.823,1329.677,1108.035,1122.692,1124.244,1053.449,838.312,828.501,786.687,737.619,674.115,602.189,581.424,501.183,415.328,331.226,288.707,244.205,199.215,154.05,117.056,89.034,66.268,47.317,32.815,53.793
1,m,2024,203603.311,2533.155,2497.08,2471.12,2436.53,2428.842,2395.291,2373.135,2387.005,2439.144,2466.93,2470.227,2487.81,2633.985,2567.422,2496.685,2365.683,2348.897,2361.91,2773.666,5265.986,4948.725,4698.207,4440.915,4232.651,4210.133,4042.072,3974.369,4126.455,4219.961,4157.425,4099.083,3985.893,3865.111,3878.986,3637.589,3435.395,3163.324,2868.284,2826.7,2684.918,2556.8,2400.711,2296.515,2314.4,2261.76,2215.666,2038.922,1878.835,1963.779,1961.882,2018.705,1948.014,1925.431,1952.299,1915.567,1903.966,1953.922,1913.478,1780.092,1778.043,1767.71,1842.031,1726.728,1669.735,1610.834,1618.082,1486.502,1318.209,1315.632,1241.208,1245.629,1175.093,1098.905,1110.116,1092.152,1084.846,1066.739,1106.17,924.314,936.656,858.264,792.02,671.955,580.141,575.586,556.067,479.387,400.796,370.31,289.267,219.273,178.185,144.835,112.702,83.71,59.403,42.203,29.398,19.309,11.941,15.782
1,w,2024,192975.865,2404.035,2341.531,2322.458,2308.9,2310.026,2290.189,2222.349,2296.349,2286.451,2304.469,2226.012,2363.331,2374.559,2222.313,2246.922,2195.855,2207.993,2132.916,2554.408,4536.006,3995.671,3811.966,3788.166,3673.736,3621.592,3476.564,3448.608,3603.717,3749.506,3582.891,3563.996,3467.914,3431.406,3331.39,3196.674,2980.46,2734.706,2699.688,2602.03,2361.441,2364.177,2321.239,2267.123,2205.848,2272.448,2045.474,1946.6,1890.112,1955.413,1873.702,1963.04,1951.329,2004.694,1944.609,1957.486,1930.608,1965.089,1926.711,1926.829,1862.622,1838.337,1803.435,1753.267,1722.658,1590.692,1525.874,1479.692,1471.373,1417.995,1369.21,1294.202,1328.646,1221.095,1205.547,1293.805,1219.973,1294.312,1295.046,1073.446,1089.447,1079.311,1014.539,791.937,782.653,740.432,683.774,619.739,544.278,528.889,433.481,332.981,283.387,241.968,200.107,159.317,120.046,88.704,65.394,46.995,32.291,53.244
1,m,2025,205938.96,2553.488,2549.662,2504.972,2454.513,2435.129,2422.512,2400.673,2377.766,2380.856,2448.065,2468.64,2453.093,2477.703,2634.761,2553.962,2503.797,2388.532,2399.513,2925.792,5564.304,5005.348,4799.803,4505.175,4164.831,4108.832,4136.243,4026.615,3985.225,4088.084,4188.187,4105.862,4051.678,3939.075,3780.303,3805.063,3550.397,3343.435,3084.63,2792.974,2786.35,2648.2,2524.463,2390.946,2285.114,2302.626,2241.216,2211.051,2018.302,1866.129,1957.275,1929.287,1983.515,1916.335,1921.122,1933.923,1889.895,1874.835,1921.184,1885.704,1768.921,1758.401,1735.818,1814.895,1705.867,1642.086,1575.78,1584.12,1449.712,1293.542,1279.723,1210.742,1209.924,1140.21,1066.319,1084.675,1047.456,1044.395,1026.048,1063.233,892.027,892.338,813.557,748.062,632.991,529.431,530.369,499.421,428.949,368.526,321.178,228.419,179.844,142.983,113.453,85.994,62.09,42.752,29.384,19.722,12.436,16.202
