Variante,mw,Simulationsjahr,Bev,Bev_0_1,Bev_1_2,Bev_2_3,Bev_3_4,Bev_4_5,Bev_5_6,Bev_6_7,Bev_7_8,Bev_8_9,Bev_9_10,Bev_10_11,Bev_11_12,Bev_12_13,Bev_13_14,Bev_14_15,Bev_15_16,Bev_16_17,Bev_17_18,Bev_18_19,Bev_19_20,Bev_20_21,Bev_21_22,Bev_22_23,Bev_23_24,Bev_24_25,Bev_25_26,Bev_26_27,Bev_27_28,Bev_28_29,Bev_29_30,Bev_30_31,Bev_31_32,Bev_32_33,Bev_33_34,Bev_34_35,Bev_35_36,Bev_36_37,Bev_37_38,Bev_38_39,Bev_39_40,Bev_40_41,Bev_41_42,Bev_42_43,Bev_43_44,Bev_44_45,Bev_45_46,Bev_46_47,Bev_47_48,Bev_48_49,Bev_49_50,Bev_50_51,Bev_51_52,Bev_52_53,Bev_53_54,Bev_54_55,Bev_55_56,Bev_56_57,Bev_57_58,Bev_58_59,Bev_59_60,Bev_60_61,Bev_61_62,Bev_62_63,Bev_63_64,Bev_64_65,Bev_65_66,Bev_66_67,Bev_67_68,Bev_68_69,Bev_69_70,Bev_70_71,Bev_71_72,Bev_72_73,Bev_73_74,Bev_74_75,Bev_75_76,Bev_76_77,Bev_77_78,Bev_78_79,Bev_79_80,Bev_80_81,Bev_81_82,Bev_82_83,Bev_83_84,Bev_84_85,Bev_85_86,Bev_86_87,Bev_87_88,Bev_88_89,Bev_89_90,Bev_90_91,Bev_91_92,Bev_92_93,Bev_93_94,Bev_94_95,Bev_95_96,Bev_96_97,Bev_97_98,Bev_98_99,Bev_99_100,Bev_100_101
0,w,2017,28309236,310525,321522,331803,331559,335065,342703,354215,346678,340812,335524,337926,326534,321037,307963,302888,293801,288845,298838,305833,319387,325703,337190,340570,345682,357841,361973,377446,383724,377887,378914,385662,379770,379553,379662,373224,376544,376552,378172,378447,361914,336944,331604,338908,345283,351339,365570,380534,394820,384788,393836,393074,396933,398868,399900,395242,385802,375868,362172,347088,339029,331290,318785,306696,296404,298013,292661,285237,286641,293101,298811,315080,339855,261886,252895,250366,232313,206575,184848,190485,187117,179519,168751,158153,147147,133314,123624,116217,106926,95694,81854,69331,59252,50058,41082,33229,26285,20342,15670,11592,5233,9414
1,m,2018,27667942,327309,338368,349229,349199,352148,360688,370995,363496,356965,351790,355145,344574,337076,322996,317980,309945,305110,313367,324403,337046,343991,357200,363315,364520,376642,377103,385487,397538,391623,384229,385964,372655,380880,380805,369422,370811,369418,372822,373242,359561,336044,329983,334321,340409,345749,360708,375568,384636,375401,383381,382860,389406,386668,388054,384446,375450,367033,353738,337972,329177,321653,308159,296626,284029,282719,278642,268184,268738,271970,278608,292024,315843,240337,230038,226476,205959,179879,158067,161540,156343,147733,135514,123492,112133,98000,87528,79030,69067,58264,47498,39195,32087,25126,18816,13900,10023,7136,4991,3276,1311,1927
1,w,2018,28309236,310525,321522,331803,331559,335065,342703,354215,346678,340812,335524,337926,326534,321037,307963,302888,293801,288845,298838,305833,319387,325703,337190,340570,345682,357841,361973,377446,383724,377887,378914,385662,379770,379553,379662,373224,376544,376552,378172,378447,361914,336944,331604,338908,345283,351339,365570,380534,394820,384788,393836,393074,396933,398868,399900,395242,385802,375868,362172,347088,339029,331290,318785,306696,296404,298013,292661,285237,286641,293101,298811,315080,339855,261886,252895,250366,232313,206575,184848,190485,187117,179519,168751,158153,147147,133314,123624,116217,106926,95694,81854,69331,59252,50058,41082,33229,26285,20342,15670,11592,5233,9414
1,m,2019,27859280,316061,329520,341522,352093,351804,354467,362681,372780,365225,358674,353511,356906,346404,338921,324997,320294,312413,308037,316944,329272,343270,350220,362998,368757,368940,380072,380072,387842,399381,393451,385709,386982,373670,381478,381015,369504,370820,369353,372786,373177,359356,335829,329974,334491,340667,345967,360753,375543,384484,375248,383190,382463,388858,386082,387253,383378,374128,365559,352104,336162,327310,319670,306032,294459,281764,280041,275710,265150,265385,268217,274277,286941,309668,235123,224524,220476,199889,173925,152178,154795,149028,139962,127492,115238,103656,89632,79127,70513,60725,50412,40368,32663,26180,20035,14637,10530,7384,5097,3443,2175,1937
1,w,2019,28483792,301208,312685,324637,334672,334139,337345,344640,355896,348249,342286,336995,339493,328240,322794,309615,304570,295588,290999,301647,310178,325056,330546,341938,346033,350217,361130,364802,380130,386114,380075,380744,386841,380720,380543,380481,373916,377339,377354,378718,378863,362481,337448,332062,339359,345573,351662,365935,380820,395026,384997,393919,393070,396769,398518,399440,394656,385193,375266,361510,346364,338204,330324,317757,305637,295304,296611,290883,283313,284537,290648,295936,311617,335623,258275,248923,245901,227684,201907,180122,185014,181033,172897,161665,150576,139070,124922,114713,106645,96891,85496,71980,59919,50267,41620,33423,26413,20372,15321,11427,8159,9259
1,m,2020,28038235,317820,318216,332591,344310,354625,354057,356407,364421,374460,366889,360350,355224,358682,348198,340866,327243,322687,315251,311514,321687,335322,349307,355828,368238,372982,372200,382880,382283,389568,401094,394823,386635,387900,374197,381626,381038,369474,370714,369280,372679,372911,359065,335763,330099,334708,340848,345996,360711,375361,384255,375031,382746,381893,388219,385246,386130,381978,372573,363812,350160,334198,325232,317394,303722,292030,279034,277026,272514,261780,261666,263994,269453,281282,302823,229422,218514,213882,193164,167344,145752,147454,141079,131561,118857,106417,94693,80921,70490,61880,52420,42721,33523,26537,20769,15491,11010,7694,5225,3478,2258,2460
1,w,2020,28640235,302863,303309,315719,327428,337177,336358,339234,346278,357425,349685,343719,338518,341151,329947,324398,311251,306305,297679,293719,305868,315664,329697,335083,347159,350339,353313,363788,367334,382386,388178,381797,381834,387708,381637,381299,381113,374659,378087,377846,379082,379360,362908,337852,332475,339614,345857,351997,366191,380994,395164,385044,393856,392858,396367,398002,398778,393950,384484,374474,360643,345423,337118,329139,316533,304375,293814,294695,288800,281118,282040,287722,292549,307585,330708,254037,244295,240776,222297,196507,174732,178737,174064,165325,153593,141970,129956,115548,104870,96201,86097,74696,61731,50373,41355,33454,26207,20158,15079,10955,7865,10836
1,m,2021,28203353,316365,319829,321102,335201,346675,356715,355843,358004,365966,375995,368444,361948,356892,360371,350036,343001,329526,325399,318569,316032,327443,341017,354544,360701,372128,375933,374714,384811,383742,391027,402230,395538,387358,388240,374184,381484,380843,369231,370514,369061,372309,372508,358879,335803,330246,334826,340829,345936,360522,375111,383969,374579,382144,381251,387353,384122,384714,380385,370790,361802,348107,332075,322920,314990,301209,289199,276044,273827,269062,258141,257589,259406,264212,275161,295516,223359,212069,206762,185923,160338,138925,139670,132694,122740,109853,97317,85590,72184,61950,53498,44491,35531,27274,21079,16075,11662,8049,5447,3567,2282,2832
1,w,2021,28786217,301467,304818,306168,318344,329772,339235,338100,340738,347683,358743,351006,345136,340076,342763,331465,325949,312897,308296,300284,297764,311129,320081,333979,340022,351197,353183,355739,366098,369380,384251,389712,382723,382549,388478,382261,381805,381727,375298,378485,378125,379497,379700,363220,338197,332681,339850,346152,352231,366348,381116,395157,384970,393614,392440,395835,397326,398042,393197,383644,373542,359626,344295,335890,327840,315192,302817,291924,292586,286564,278669,279230,284462,288814,303144,325269,249355,239253,235124,216394,190662,168863,171914,166505,157143,144895,132756,120299,105728,94690,85560,75281,64099,51914,41445,33235,26221,19991,14913,10775,7535,11660
1,m,2022,28358104,314538,318306,322622,323630,337490,348696,358440,357387,359499,367450,377495,369989,363563,358529,362152,352107,345214,332154,328604,322938,321589,332916,346022,359171,364371,374884,378254,376475,386120,385064,392044,402834,396157,387618,388144,373986,381230,380535,368985,370248,368656,371868,372258,358835,335898,330333,334783,340748,345755,360284,374823,383470,373989,381489,380402,386217,382718,383108,378563,368746,359680,345889,329719,320480,312381,298296,286108,272874,270376,265338,254155,253159,254420,258536,268625,287727,216853,205106,199099,178217,152897,131676,131452,123882,113530,100554,88060,76445,63530,53642,45481,37064,28954,21696,16336,12115,8533,5701,3720,2341,3064
1,w,2022,28924001,299722,303357,307585,308711,320614,331765,340919,339554,342096,348957,360017,352376,346644,341635,344230,332966,327540,314821,310805,304197,302844,315352,324153,338675,343845,353863,355442,357898,368009,371124,385676,390544,383357,383247,389032,382708,382361,382307,375652,378719,378496,379794,379956,363500,338365,332896,340121,346368,352387,366474,381114,395043,384732,393185,391909,395158,396588,397266,392316,382666,372462,358424,343025,334550,326424,313558,300861,289844,290323,284073,275914,276097,280866,284695,298222,319281,244255,233692,228930,209997,184297,162479,164510,158329,148318,135574,122983,110169,95559,84303,74884,64656,53940,42728,33309,26044,19994,14782,10651,7407,11939
1,m,2023,28503306,313561,316409,321006,325067,325845,339446,350364,359929,358831,360934,368904,378989,371550,365146,360254,364158,354246,347753,335247,332807,328283,326842,337689,350407,362615,366930,377019,379843,377638,387302,385962,392547,403349,396329,387453,387872,373683,380870,380227,368675,369801,368182,371576,372145,358842,335934,330267,334683,340550,345529,360012,374330,382837,373350,380633,379292,384807,381127,381277,376482,366587,357389,343435,327233,317833,309370,295121,282833,269458,266658,261263,249824,248343,249020,252478,261659,279368,209822,197606,190939,170026,144993,124016,122807,114674,104009,91080,78743,67369,55094,45678,37954,30255,23071,16841,12328,8875,6050,3896,2442,3229
1,w,2023,29054215,298787,301544,306033,310044,310906,322543,333393,342321,340864,343326,350187,361337,353832,348153,343053,345681,334504,329397,317234,314561,309078,306880,319209,328605,342276,346325,355959,357449,359673,369631,372444,386414,391093,383980,383736,389414,383206,382887,382609,375845,379045,378752,380011,380180,363608,338543,333147,340317,346509,352515,366481,381009,394769,384312,392640,391233,394420,395809,396362,391295,381538,371194,357077,341640,333089,324714,311530,298714,287613,287807,281275,272843,272643,276903,280129,292801,312761,238632,227597,222216,203033,177374,155545,156497,149506,138853,125679,112720,99664,85168,73865,64383,54459,44426,34354,26104,19855,14778,10552,7318,11996
1,m,2024,28639569,313552,315363,319013,323363,327203,327731,341055,351800,361318,360214,362335,370345,380494,373076,366809,362190,366222,356695,350727,339277,337921,333293,331371,341816,353611,364958,368867,378429,380845,378676,388072,386355,392961,403425,396083,387112,387494,373276,380509,379855,368188,369287,367852,371418,372079,358785,335819,330144,334469,340309,345273,359542,373708,382150,372513,379516,377912,383209,379314,379188,374283,364256,354856,340843,324537,314786,306091,291757,279305,265777,262592,256841,245116,243127,243254,246020,254178,270354,202246,189612,182262,161327,136636,115946,113766,105142,94295,81531,69484,58506,46990,38185,31038,24152,17939,12730,9044,6300,4138,2559,3382
1,w,2024,29177321,298773,300537,304123,308405,312161,312766,324112,334743,343583,342046,344511,351461,362742,355288,349522,344451,347160,336288,331709,320821,319221,312907,310516,323395,331963,344557,348250,357809,359079,361165,370835,373093,386881,391632,384398,384058,389847,383673,383137,382749,376125,379258,378929,380194,380232,363722,338756,333326,340439,346622,352528,366386,380747,394312,383778,391953,390497,393639,394903,395319,390124,380222,369775,355609,340134,331338,322613,309307,296415,285136,284985,278162,269457,268833,272505,275094,286893,305587,232466,220985,214903,195459,169853,148034,147843,140039,128797,115276,102064,88916,74709,63582,54289,44897,35745,26934,19902,14672,10544,7245,11946
1,m,2025,28766971,313427,315282,317872,321286,325421,329019,329281,342438,353138,362649,361564,363726,371800,381967,374684,368680,364185,368582,359555,354587,344167,342696,337584,335253,344788,355747,366703,370108,379281,381739,379323,388360,386675,392961,403103,395674,386679,387023,372876,380088,379312,367640,368916,367657,371308,371951,358584,335651,329911,334214,340042,344830,358951,373039,381273,371426,378137,376350,381392,377248,376982,371910,361681,352181,338037,321444,311475,302621,288138,275509,261758,258183,252037,240017,237558,237107,239082,246097,260661,194163,181103,173040,152121,127828,107495,104396,95406,84492,72026,60423,49977,39349,31284,24823,18815,13585,9354,6429,4315,2721,3545
1,w,2025,29293264,298649,300457,303026,306411,310446,313955,314279,325412,335957,344721,343186,345739,352817,364148,356608,350872,345879,348876,338503,335137,325268,322850,316331,314459,326522,334048,346316,349949,359300,360446,362264,371397,373485,387346,391981,384661,384435,390254,383872,383234,382981,376300,379398,379078,380215,380294,363869,338899,333434,340538,346625,352443,366141,380311,393744,383110,391208,389721,392736,393862,394126,388764,378752,368231,354015,338338,329197,320312,306926,293866,282360,281849,274730,265724,264605,267656,269606,280389,297734,225775,213783,206950,187229,161706,139918,138552,129972,118216,104462,91148,78086,64388,53681,44810,36160,28046,20544,14708,10466,7237,11844
1,m,2026,28890679,313301,315162,317794,320146,323346,327239,330568,330667,343779,354472,364000,362955,365183,373275,383574,376556,370676,366549,371441,363418,359474,348940,346988,341462,338220,346920,357492,367946,370968,380183,382389,379620,388687,386686,392649,402692,395237,386211,386611,372467,379547,378752,367276,368722,367557,371184,371724,358369,335412,329677,333973,339629,344302,358349,372214,380173,370105,376600,374595,379344,375086,374624,369313,358986,349309,334848,318103,307987,298905,284261,271381,257410,253404,246845,234581,231629,230511,231589,237403,250330,185559,172054,163277,142415,118601,98727,94814,85570,74723,62711,51689,41918,32295,25067,19376,14276,10001,6661,4410,2841,3742
1,w,2026,29406565,298524,300334,302947,305316,308454,312240,315470,315582,326629,337097,345862,344416,347097,354224,365467,357958,352300,347596,351088,341929,339580,328897,326275,320267,317577,328597,335801,348017,351445,360672,361548,362829,371795,373959,387695,392239,385040,384848,390451,383970,383466,383152,376446,379550,379103,380280,380423,363981,339006,333552,340561,346561,352240,365752,379790,393062,382406,390446,388847,391723,392696,392768,387272,377181,366584,352153,336173,326872,317864,304306,291029,279287,278405,270960,261591,259950,262378,263566,273271,289213,218488,205950,198310,178314,152903,131199,128667,119371,107208,93373,80132,67381,54433,44366,36135,28401,21409,15189,10493,7181,11764
1,m,2027,29010691,313206,315042,317677,320068,322208,325165,328791,331956,332011,345116,355825,365392,364411,366660,374885,385446,378552,373040,369407,375305,368308,364242,353233,350867,344426,340351,348663,358737,368810,371879,380840,382688,379958,388706,386385,392249,402252,394766,385803,386190,371939,378989,378374,367089,368626,367446,370963,371484,358083,335174,329458,333588,339132,343767,357596,371170,378838,368632,374872,372615,377202,372775,372042,366592,356092,346051,331404,314583,304252,294925,280047,266917,252696,248238,241310,228795,225265,223380,223515,228126,239333,176402,162465,152973,132238,109018,89751,85122,75754,65134,53716,43420,34462,25925,19604,14731,10531,7135,4577,2908,3934
1,w,2027,29517032,298431,300213,302825,305237,307358,310250,313754,316773,316800,327771,338239,347093,345775,348506,355546,366816,359385,354017,349804,354515,346377,343207,332327,330215,323379,319646,330345,337498,349513,352819,361776,362118,363233,372276,374318,387955,392615,385456,385050,390545,384204,383639,383294,376604,379579,379172,380411,380517,364054,339123,333595,340516,346381,351896,365281,379159,392345,381689,389587,387866,390586,391367,391278,385676,375506,364666,349917,333823,324399,315172,301392,287888,275913,274619,266785,257039,254882,256564,256950,265541,279932,210559,197435,188947,168677,143440,121913,118248,108332,95908,82169,69227,57038,45051,35826,28418,21704,15842,10841,7201,11673
1,m,2028,29127048,313224,314950,317557,319953,322130,324027,326718,330179,333301,333349,346472,357218,366848,365888,368271,376758,387442,380917,375900,373270,380193,373081,368535,357116,353836,346555,342094,349911,359606,369725,372544,381146,383028,379988,388413,385996,391820,401775,394353,385388,385649,371396,378614,378172,367001,368519,367239,370729,371170,357793,334952,329097,333122,338631,343085,356630,369895,377349,366971,372918,370544,374910,370244,369338,363669,352808,342531,327774,310813,300249,290601,275489,262078,247600,242728,235414,222582,218380,215689,214893,218239,227631,166686,152333,142157,121659,99195,80659,75436,66107,55860,45186,35753,27714,20314,14934,10889,7529,4912,3024,4090
1,w,2028,29624603,298444,300123,302705,305116,307281,309154,311766,315058,317993,317944,328915,339471,348451,347186,349832,356898,368243,361102,356227,353227,358960,350007,346639,336274,333333,325446,321391,332041,338996,350891,353928,362349,362526,363722,372643,374588,388332,393026,385660,385151,390775,384378,383784,383449,376640,379653,379310,380509,380570,364136,339165,333574,340358,346063,351474,364705,378497,391612,380879,388621,386764,389289,389907,389685,383975,373556,362368,347489,331322,321681,312181,298169,284441,272203,270430,262187,252081,249297,250192,249765,257118,269834,201937,188201,178822,158316,133358,112118,107389,96989,84477,71063,58673,47272,36433,28216,21746,16078,11317,7443,11630
1,m,2029,29240116,313592,314972,317467,319834,322016,323951,325580,328108,331525,334639,334707,347868,358677,368326,367501,370147,378757,389806,383776,379766,378158,384965,377381,372421,360091,355966,348296,343345,350785,360526,370395,372859,381491,383058,379705,388030,385580,391356,401357,393932,384852,385090,371037,378418,378070,366903,368316,367020,370423,370853,357518,334587,328659,332654,337987,342195,355439,368469,375671,365091,370877,368330,372400,367594,366432,360356,349262,338820,323886,306774,295901,285925,270550,256848,242166,236861,229084,215858,210949,207469,205696,207703,215210,156410,141685,130902,110800,89234,71559,65903,56764,47052,37263,28800,21756,15506,11062,7801,5194,3252,4258
